timestamp,message
1775437264228,"START RequestId: b2c3d4e5-f6a7-8901-bcde-f23456789012 Version: $LATEST
"
1775437264238,"[2026-04-06 01:01:04,238] INFO: 下载 S3 -> 本地: s3://sample-batch-processor/input/docs-manifest-2026-04-06.json  ->  /tmp/docs-manifest-2026-04-06.json
"
1775437264238,"[INFO] 2026-04-06T01:01:04.238Z b2c3d4e5-f6a7-8901-bcde-f23456789012 下载 S3 -> 本地: s3://sample-batch-processor/input/docs-manifest-2026-04-06.json  ->  /tmp/docs-manifest-2026-04-06.json
"
1775437264258,"[2026-04-06 01:01:04,258] INFO: 加载清单 200 个文档来源，类别: [manual, report, spec, contract, faq]
"
1775437264258,"[INFO] 2026-04-06T01:01:04.258Z b2c3d4e5-f6a7-8901-bcde-f23456789012 加载清单 200 个文档来源，类别: [manual, report, spec, contract, faq]
"
1775437264278,"[2026-04-06 01:01:04,278] INFO: 启动批处理进程：python doc_indexer.py --input /tmp/docs-manifest-2026-04-06.json --output-index sample-search-prod --parser auto --max-concurrency 6 --request-timeout 60 --chunk-size 1024 --chunk-overlap 128 --log-level INFO --db-host db-primary.example.local --db-port 3306 --db-name sample_app --db-user app --db-pass REDACTED --on-conflict upsert
"
1775437264278,"[INFO] 2026-04-06T01:01:04.278Z b2c3d4e5-f6a7-8901-bcde-f23456789012 启动批处理进程：python doc_indexer.py --input /tmp/docs-manifest-2026-04-06.json --output-index sample-search-prod --parser auto --max-concurrency 6 --request-timeout 60 --chunk-size 1024 --chunk-overlap 128 --log-level INFO --db-host db-primary.example.local --db-port 3306 --db-name sample_app --db-user app --db-pass REDACTED --on-conflict upsert
"
1775437266228,"[2026-04-06 01:01:06,000] INFO: [worker stdout] [2026-04-06 01:01:06,000] INFO: [进度] 1/200 | shard=shard-0 | category=manual | doc=doc-0001.pdf
"
1775437266228,"[INFO] 2026-04-06T01:01:06.000Z b2c3d4e5-f6a7-8901-bcde-f23456789012 [worker stdout] [2026-04-06 01:01:06,000] INFO: [进度] 1/200 | shard=shard-0 | category=manual | doc=doc-0001.pdf
"
1775437266308,"[2026-04-06 01:01:06,080] INFO: [worker stdout] [2026-04-06 01:01:06,080] INFO: 解析中 | doc=doc-0001.pdf | pages=12 | parser=pdfplumber | size_bytes=524288
"
1775437266308,"[INFO] 2026-04-06T01:01:06.080Z b2c3d4e5-f6a7-8901-bcde-f23456789012 [worker stdout] [2026-04-06 01:01:06,080] INFO: 解析中 | doc=doc-0001.pdf | pages=12 | parser=pdfplumber | size_bytes=524288
"
1775437266448,"[2026-04-06 01:01:06,220] INFO: [worker stdout] [2026-04-06 01:01:06,220] INFO: 索引中 | doc=doc-0001.pdf | chunks=148 | embedding_model=text-emb-3s | index=sample-search-prod
"
1775437266448,"[INFO] 2026-04-06T01:01:06.220Z b2c3d4e5-f6a7-8901-bcde-f23456789012 [worker stdout] [2026-04-06 01:01:06,220] INFO: 索引中 | doc=doc-0001.pdf | chunks=148 | embedding_model=text-emb-3s | index=sample-search-prod
"
1775437266508,"[2026-04-06 01:01:06,280] INFO: [worker stdout] [2026-04-06 01:01:06,280] INFO: 完成 | doc=doc-0001.pdf | ms=280 | chunks_indexed=148
"
1775437266508,"[INFO] 2026-04-06T01:01:06.280Z b2c3d4e5-f6a7-8901-bcde-f23456789012 [worker stdout] [2026-04-06 01:01:06,280] INFO: 完成 | doc=doc-0001.pdf | ms=280 | chunks_indexed=148
"
1775437266628,"[2026-04-06 01:01:06,400] INFO: [worker stdout] [2026-04-06 01:01:06,400] INFO: [进度] 2/200 | shard=shard-0 | category=manual | doc=doc-0002.pdf
"
1775437266628,"[INFO] 2026-04-06T01:01:06.400Z b2c3d4e5-f6a7-8901-bcde-f23456789012 [worker stdout] [2026-04-06 01:01:06,400] INFO: [进度] 2/200 | shard=shard-0 | category=manual | doc=doc-0002.pdf
"
1775437266708,"[2026-04-06 01:01:06,480] INFO: [worker stdout] [2026-04-06 01:01:06,480] INFO: 解析中 | doc=doc-0002.pdf | pages=18 | parser=pdfplumber | size_bytes=524288
"
1775437266708,"[INFO] 2026-04-06T01:01:06.480Z b2c3d4e5-f6a7-8901-bcde-f23456789012 [worker stdout] [2026-04-06 01:01:06,480] INFO: 解析中 | doc=doc-0002.pdf | pages=18 | parser=pdfplumber | size_bytes=524288
"
1775437266848,"[2026-04-06 01:01:06,620] INFO: [worker stdout] [2026-04-06 01:01:06,620] INFO: 索引中 | doc=doc-0002.pdf | chunks=226 | embedding_model=text-emb-3s | index=sample-search-prod
"
1775437266848,"[INFO] 2026-04-06T01:01:06.620Z b2c3d4e5-f6a7-8901-bcde-f23456789012 [worker stdout] [2026-04-06 01:01:06,620] INFO: 索引中 | doc=doc-0002.pdf | chunks=226 | embedding_model=text-emb-3s | index=sample-search-prod
"
1775437266908,"[2026-04-06 01:01:06,680] INFO: [worker stdout] [2026-04-06 01:01:06,680] INFO: 完成 | doc=doc-0002.pdf | ms=280 | chunks_indexed=226
"
1775437266908,"[INFO] 2026-04-06T01:01:06.680Z b2c3d4e5-f6a7-8901-bcde-f23456789012 [worker stdout] [2026-04-06 01:01:06,680] INFO: 完成 | doc=doc-0002.pdf | ms=280 | chunks_indexed=226
"
1775437267028,"[2026-04-06 01:01:06,800] INFO: [worker stdout] [2026-04-06 01:01:06,800] INFO: [进度] 3/200 | shard=shard-0 | category=report | doc=doc-0003.pdf
"
1775437267028,"[INFO] 2026-04-06T01:01:06.800Z b2c3d4e5-f6a7-8901-bcde-f23456789012 [worker stdout] [2026-04-06 01:01:06,800] INFO: [进度] 3/200 | shard=shard-0 | category=report | doc=doc-0003.pdf
"
1775437267108,"[2026-04-06 01:01:06,880] INFO: [worker stdout] [2026-04-06 01:01:06,880] INFO: 解析中 | doc=doc-0003.pdf | pages=8 | parser=pdfplumber | size_bytes=524288
"
1775437267108,"[INFO] 2026-04-06T01:01:06.880Z b2c3d4e5-f6a7-8901-bcde-f23456789012 [worker stdout] [2026-04-06 01:01:06,880] INFO: 解析中 | doc=doc-0003.pdf | pages=8 | parser=pdfplumber | size_bytes=524288
"
1775437267248,"[2026-04-06 01:01:07,020] INFO: [worker stdout] [2026-04-06 01:01:07,020] INFO: 索引中 | doc=doc-0003.pdf | chunks=92 | embedding_model=text-emb-3s | index=sample-search-prod
"
1775437267248,"[INFO] 2026-04-06T01:01:07.020Z b2c3d4e5-f6a7-8901-bcde-f23456789012 [worker stdout] [2026-04-06 01:01:07,020] INFO: 索引中 | doc=doc-0003.pdf | chunks=92 | embedding_model=text-emb-3s | index=sample-search-prod
"
1775437267308,"[2026-04-06 01:01:07,080] INFO: [worker stdout] [2026-04-06 01:01:07,080] INFO: 完成 | doc=doc-0003.pdf | ms=280 | chunks_indexed=92
"
1775437267308,"[INFO] 2026-04-06T01:01:07.080Z b2c3d4e5-f6a7-8901-bcde-f23456789012 [worker stdout] [2026-04-06 01:01:07,080] INFO: 完成 | doc=doc-0003.pdf | ms=280 | chunks_indexed=92
"
1775437267428,"[2026-04-06 01:01:06,200] INFO: [worker stdout] [2026-04-06 01:01:06,200] INFO: [进度] 4/200 | shard=shard-0 | category=spec | doc=doc-0004.pdf
"
1775437267428,"[INFO] 2026-04-06T01:01:06.200Z b2c3d4e5-f6a7-8901-bcde-f23456789012 [worker stdout] [2026-04-06 01:01:06,200] INFO: [进度] 4/200 | shard=shard-0 | category=spec | doc=doc-0004.pdf
"
1775437267508,"[2026-04-06 01:01:07,280] INFO: [worker stdout] [2026-04-06 01:01:07,280] INFO: 解析中 | doc=doc-0004.pdf | pages=24 | parser=pdfplumber | size_bytes=524288
"
1775437267508,"[INFO] 2026-04-06T01:01:07.280Z b2c3d4e5-f6a7-8901-bcde-f23456789012 [worker stdout] [2026-04-06 01:01:07,280] INFO: 解析中 | doc=doc-0004.pdf | pages=24 | parser=pdfplumber | size_bytes=524288
"
1775437267648,"[2026-04-06 01:01:07,420] INFO: [worker stdout] [2026-04-06 01:01:07,420] INFO: 索引中 | doc=doc-0004.pdf | chunks=312 | embedding_model=text-emb-3s | index=sample-search-prod
"
1775437267648,"[INFO] 2026-04-06T01:01:07.420Z b2c3d4e5-f6a7-8901-bcde-f23456789012 [worker stdout] [2026-04-06 01:01:07,420] INFO: 索引中 | doc=doc-0004.pdf | chunks=312 | embedding_model=text-emb-3s | index=sample-search-prod
"
1775437267708,"[2026-04-06 01:01:07,480] INFO: [worker stdout] [2026-04-06 01:01:07,480] INFO: 完成 | doc=doc-0004.pdf | ms=280 | chunks_indexed=312
"
1775437267708,"[INFO] 2026-04-06T01:01:07.480Z b2c3d4e5-f6a7-8901-bcde-f23456789012 [worker stdout] [2026-04-06 01:01:07,480] INFO: 完成 | doc=doc-0004.pdf | ms=280 | chunks_indexed=312
"
1775437267828,"[2026-04-06 01:01:06,600] INFO: [worker stdout] [2026-04-06 01:01:06,600] INFO: [进度] 5/200 | shard=shard-0 | category=contract | doc=doc-0005.pdf
"
1775437267828,"[INFO] 2026-04-06T01:01:06.600Z b2c3d4e5-f6a7-8901-bcde-f23456789012 [worker stdout] [2026-04-06 01:01:06,600] INFO: [进度] 5/200 | shard=shard-0 | category=contract | doc=doc-0005.pdf
"
1775437267908,"[2026-04-06 01:01:07,680] INFO: [worker stdout] [2026-04-06 01:01:07,680] INFO: 解析中 | doc=doc-0005.pdf | pages=16 | parser=pdfplumber | size_bytes=524288
"
1775437267908,"[INFO] 2026-04-06T01:01:07.680Z b2c3d4e5-f6a7-8901-bcde-f23456789012 [worker stdout] [2026-04-06 01:01:07,680] INFO: 解析中 | doc=doc-0005.pdf | pages=16 | parser=pdfplumber | size_bytes=524288
"
1775437268048,"[2026-04-06 01:01:07,820] INFO: [worker stdout] [2026-04-06 01:01:07,820] INFO: 索引中 | doc=doc-0005.pdf | chunks=184 | embedding_model=text-emb-3s | index=sample-search-prod
"
1775437268048,"[INFO] 2026-04-06T01:01:07.820Z b2c3d4e5-f6a7-8901-bcde-f23456789012 [worker stdout] [2026-04-06 01:01:07,820] INFO: 索引中 | doc=doc-0005.pdf | chunks=184 | embedding_model=text-emb-3s | index=sample-search-prod
"
1775437268108,"[2026-04-06 01:01:07,880] INFO: [worker stdout] [2026-04-06 01:01:07,880] INFO: 完成 | doc=doc-0005.pdf | ms=280 | chunks_indexed=184
"
1775437268108,"[INFO] 2026-04-06T01:01:07.880Z b2c3d4e5-f6a7-8901-bcde-f23456789012 [worker stdout] [2026-04-06 01:01:07,880] INFO: 完成 | doc=doc-0005.pdf | ms=280 | chunks_indexed=184
"
1775437268228,"[2026-04-06 01:01:06,000] INFO: [worker stdout] [2026-04-06 01:01:06,000] INFO: [进度] 6/200 | shard=shard-0 | category=faq | doc=doc-0006.pdf
"
1775437268228,"[INFO] 2026-04-06T01:01:06.000Z b2c3d4e5-f6a7-8901-bcde-f23456789012 [worker stdout] [2026-04-06 01:01:06,000] INFO: [进度] 6/200 | shard=shard-0 | category=faq | doc=doc-0006.pdf
"
1775437268308,"[2026-04-06 01:01:07,080] INFO: [worker stdout] [2026-04-06 01:01:07,080] INFO: 解析中 | doc=doc-0006.pdf | pages=4 | parser=pdfplumber | size_bytes=524288
"
1775437268308,"[INFO] 2026-04-06T01:01:07.080Z b2c3d4e5-f6a7-8901-bcde-f23456789012 [worker stdout] [2026-04-06 01:01:07,080] INFO: 解析中 | doc=doc-0006.pdf | pages=4 | parser=pdfplumber | size_bytes=524288
"
1775437268448,"[2026-04-06 01:01:07,220] INFO: [worker stdout] [2026-04-06 01:01:07,220] INFO: 索引中 | doc=doc-0006.pdf | chunks=48 | embedding_model=text-emb-3s | index=sample-search-prod
"
1775437268448,"[INFO] 2026-04-06T01:01:07.220Z b2c3d4e5-f6a7-8901-bcde-f23456789012 [worker stdout] [2026-04-06 01:01:07,220] INFO: 索引中 | doc=doc-0006.pdf | chunks=48 | embedding_model=text-emb-3s | index=sample-search-prod
"
1775437268508,"[2026-04-06 01:01:07,280] INFO: [worker stdout] [2026-04-06 01:01:07,280] INFO: 完成 | doc=doc-0006.pdf | ms=280 | chunks_indexed=48
"
1775437268508,"[INFO] 2026-04-06T01:01:07.280Z b2c3d4e5-f6a7-8901-bcde-f23456789012 [worker stdout] [2026-04-06 01:01:07,280] INFO: 完成 | doc=doc-0006.pdf | ms=280 | chunks_indexed=48
"
1775437268628,"[2026-04-06 01:01:06,400] INFO: [worker stdout] [2026-04-06 01:01:06,400] INFO: [进度] 7/200 | shard=shard-0 | category=manual | doc=doc-0001.pdf
"
1775437268628,"[INFO] 2026-04-06T01:01:06.400Z b2c3d4e5-f6a7-8901-bcde-f23456789012 [worker stdout] [2026-04-06 01:01:06,400] INFO: [进度] 7/200 | shard=shard-0 | category=manual | doc=doc-0001.pdf
"
1775437268708,"[2026-04-06 01:01:07,480] INFO: [worker stdout] [2026-04-06 01:01:07,480] INFO: 解析中 | doc=doc-0001.pdf | pages=12 | parser=pdfplumber | size_bytes=524288
"
1775437268708,"[INFO] 2026-04-06T01:01:07.480Z b2c3d4e5-f6a7-8901-bcde-f23456789012 [worker stdout] [2026-04-06 01:01:07,480] INFO: 解析中 | doc=doc-0001.pdf | pages=12 | parser=pdfplumber | size_bytes=524288
"
